Subset,Cross-Validated MSE,Best_Subset,Best_MSE
"[0, 1, 4, 5, 8, 9, 10]",145.0692882998561,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 8, 9]",77.10212117991507,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 8, 10]",151.78863014213488,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 7, 9, 10]",154.47984214115803,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 6, 8, 9, 10]",152.06003049124533,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 4, 7, 8, 9, 10]",146.52518443708314,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 8, 9]",0.02664248670362615,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 8, 10]",74.72408269549638,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 7, 9, 10]",77.17041399955579,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 6, 8, 9, 10]",75.00514669414301,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 5, 7, 8, 9, 10]",69.40098601538126,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 1, 6, 7, 8, 9, 10]",77.09742774733975,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 6, 7]",151.49256631709173,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 6, 8]",149.84787881034546,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 6, 9]",151.91486372168544,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 6, 10]",226.38721067140673,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 7, 8]",144.48996044323997,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 7, 9]",145.8624988051576,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 7, 10]",221.0929941589896,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 8, 9]",145.1381862290871,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 8, 10]",219.9776439505763,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 5, 9, 10]",221.79422847872775,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 7, 8]",152.28401837144594,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 7, 9]",154.20485121184456,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 7, 10]",229.31351652547315,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 8, 9]",152.30571912123895,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 8, 10]",227.16295071932717,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 6, 9, 10]",229.47360248152935,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 8, 9]",146.7580679601853,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 8, 10]",222.27976989048406,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 7, 9, 10]",223.95955479668623,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 4, 8, 9, 10]",222.6113129412487,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 7, 8]",74.98537254077947,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 7, 9]",76.52059193703516,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 7, 10]",151.7003302121004,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 8, 9]",75.1868367254696,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 8, 10]",149.63002176292056,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 6, 9, 10]",151.99281503688178,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 8, 9]",69.40283991566315,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 8, 10]",144.61258752002198,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 7, 9, 10]",146.25782335971158,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 5, 8, 9, 10]",145.12291122260388,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 8, 9]",77.35679867398161,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 8, 10]",152.2793943561393,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 7, 9, 10]",154.45670668793346,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 6, 8, 9, 10]",152.16021811193335,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 3, 7, 8, 9, 10]",146.90936991720454,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 7, 8]",74.80574310465283,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 7, 9]",76.6182315453041,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 7, 10]",151.38318010859365,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 8, 9]",75.35918423658366,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 8, 10]",149.69130091726316,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 6, 9, 10]",152.1732441808467,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 8, 9]",69.34806459205882,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 8, 10]",144.32999213817521,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 7, 9, 10]",146.11600129382646,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 5, 8, 9, 10]",145.30644008353784,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 8, 9]",77.30651822268794,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 8, 10]",152.2925370467106,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 7, 9, 10]",154.59363322968602,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 6, 8, 9, 10]",152.65468736632047,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 4, 7, 8, 9, 10]",147.08436174112194,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 8, 9]",0.026506607469252506,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 8, 10]",74.75042999329622,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 7, 9, 10]",76.98936312618073,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 6, 8, 9, 10]",75.24883066384348,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 5, 7, 8, 9, 10]",69.45815027557094,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 2, 6, 7, 8, 9, 10]",77.35660632878685,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 7, 8]",74.97126184069467,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 7, 9]",76.86587120659672,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 7, 10]",151.53669232724138,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 8, 9]",75.21842972178108,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 8, 10]",149.52377942033027,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 6, 9, 10]",151.82982090095342,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 8, 9]",69.41216851449596,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 8, 10]",144.4949135466969,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 7, 9, 10]",146.1019284014686,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 5, 8, 9, 10]",144.97327346948356,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 8, 9]",77.33020270331892,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 8, 10]",152.4374112330436,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 7, 9, 10]",154.57149677222353,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 6, 8, 9, 10]",152.3469147724645,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 4, 7, 8, 9, 10]",147.0881538803712,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 8, 9]",0.027327662684200532,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 8, 10]",74.84640888149706,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 7, 9, 10]",76.86314169602998,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 6, 8, 9, 10]",74.86113814620174,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 5, 7, 8, 9, 10]",69.48467348279034,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 3, 6, 7, 8, 9, 10]",77.43415325666633,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 8, 9]",0.026048345772193605,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 8, 10]",74.71556989773194,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 7, 9, 10]",76.82667661170186,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 6, 8, 9, 10]",75.22909071074636,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 5, 7, 8, 9, 10]",69.44915080430947,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 4, 6, 7, 8, 9, 10]",77.55489858122544,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[0, 5, 6, 7, 8, 9, 10]",0.024585556590263288,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 6, 7]",151.7914083340281,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 6, 8]",149.86184246858707,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 6, 9]",152.26450583664501,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 6, 10]",226.90481144177093,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 7, 8]",144.27218713949415,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 7, 9]",146.05538433803994,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 7, 10]",221.42910076210302,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 8, 9]",144.9611867359943,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 8, 10]",220.18831956945095,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 5, 9, 10]",222.15499317930306,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 7, 8]",152.18722243382985,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 7, 9]",154.46957773133528,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 7, 10]",229.43968920328226,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 8, 9]",152.24395150357765,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 8, 10]",227.14144517408081,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 6, 9, 10]",229.65119738260927,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 7, 8, 9]",146.42931145584217,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 7, 8, 10]",222.0584640621139,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 7, 9, 10]",223.9599764573883,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 4, 8, 9, 10]",222.42632328395953,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 7, 8]",74.98018125088015,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 7, 9]",76.8838055675624,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 7, 10]",151.85635958866,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 8, 9]",75.21361464823956,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 8, 10]",149.8047795681888,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 6, 9, 10]",152.07284946838783,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 7, 8, 9]",69.19103427632703,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 7, 8, 10]",144.59511818975858,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 7, 9, 10]",146.22045907035402,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 5, 8, 9, 10]",145.03799480529568,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 6, 7, 8, 9]",77.22071314340721,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 6, 7, 8, 10]",152.27314348332135,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 6, 7, 9, 10]",154.41404199899534,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 6, 8, 9, 10]",152.0653166861693,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 3, 7, 8, 9, 10]",146.64104699194564,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 7, 8]",74.79177904631645,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 7, 9]",76.99629351957483,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 7, 10]",151.65339831421463,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 8, 9]",75.37182434703324,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 8, 10]",149.82347602513846,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 6, 9, 10]",152.4822552427757,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 7, 8, 9]",69.13837957928267,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 7, 8, 10]",144.33647498522276,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 7, 9, 10]",146.31712520159127,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 5, 8, 9, 10]",145.31902335331205,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 6, 7, 8, 9]",77.18268192256238,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 6, 7, 8, 10]",152.05700867129318,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 6, 7, 9, 10]",154.59455114653002,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 6, 8, 9, 10]",152.45611899535166,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 4, 7, 8, 9, 10]",146.75520107736324,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 5, 6, 7, 8, 9]",0.02592242655228638,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 5, 6, 7, 8, 10]",74.83481502455736,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 5, 6, 7, 9, 10]",77.07348864814,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 5, 6, 8, 9, 10]",75.24664192363342,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 5, 7, 8, 9, 10]",69.32617614845897,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 2, 6, 7, 8, 9, 10]",77.20955120206355,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 7, 8]",74.95588616184698,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 7, 9]",77.24276736971629,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 7, 10]",151.86629414923829,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 8, 9]",75.25742779793485,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 8, 10]",149.67891654460493,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 6, 9, 10]",152.25032392259442,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 7, 8, 9]",69.20551067311783,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 7, 8, 10]",144.43934383932933,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 7, 9, 10]",146.36634302008537,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 5, 8, 9, 10]",145.0085269651798,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 6, 7, 8, 9]",77.24187611039977,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 6, 7, 8, 10]",152.15420016656827,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 6, 7, 9, 10]",154.6173035919939,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 6, 8, 9, 10]",152.16248720892176,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 4, 7, 8, 9, 10]",146.6764307636623,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 5, 6, 7, 8, 9]",0.02670946673275455,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 5, 6, 7, 8, 10]",74.90548979652239,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 5, 6, 7, 9, 10]",77.06279656514832,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 5, 6, 8, 9, 10]",74.91918713080081,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 5, 7, 8, 9, 10]",69.36071715897936,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 3, 6, 7, 8, 9, 10]",77.20443013392222,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 5, 6, 7, 8, 9]",0.025462224324104686,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 5, 6, 7, 8, 10]",74.72078076907567,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 5, 6, 7, 9, 10]",77.14405271113398,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 5, 6, 8, 9, 10]",75.30475509321828,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 5, 7, 8, 9, 10]",69.36677359921393,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
"[1, 4, 6, 7, 8, 9, 10]",77.23898535370662,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1.0046714138801068e-27
